param n := 50;
param s := 1;
param t := 14;
set A :=
1 19 
1 33 
1 50 
2 35 
3 20 
3 39 
3 41 
3 48 
4 5 
5 12 
5 16 
5 37 
6 20 
6 26 
6 34 
7 14 
7 48 
7 49 
8 9 
8 50 
9 35 
10 2 
10 33 
10 38 
11 4 
11 21 
11 23 
11 35 
11 50 
12 21 
12 29 
13 15 
13 23 
13 24 
13 42 
16 12 
16 13 
16 31 
16 37 
17 16 
17 25 
17 34 
17 37 
18 8 
18 27 
18 30 
18 37 
18 38 
19 12 
20 7 
20 14 
20 29 
20 30 
20 35 
21 5 
22 3 
22 11 
22 21 
22 27 
22 28 
22 36 
23 31 
23 43 
23 44 
24 10 
24 20 
24 37 
24 41 
25 10 
25 24 
25 50 
26 17 
26 22 
26 38 
26 44 
26 46 
26 50 
27 35 
28 4 
28 5 
28 12 
28 45 
30 2 
30 4 
30 6 
30 13 
30 39 
30 46 
31 2 
31 23 
31 36 
31 42 
32 41 
32 43 
34 2 
34 24 
34 32 
34 35 
34 41 
35 15 
35 25 
35 37 
35 46 
36 3 
36 7 
36 8 
36 12 
36 22 
36 43 
36 47 
37 46 
38 16 
38 23 
38 33 
39 4 
39 16 
39 24 
39 26 
39 44 
40 18 
40 50 
42 7 
42 32 
42 40 
43 34 
44 14 
44 46 
45 31 
45 33 
46 12 
46 25 
47 31 
47 32 
47 35 
48 4 
48 22 
48 32 
48 47 
49 6 
49 10 
50 34 
50 41 
50 42 
;
param: capacity:=
1 19 6.8 
1 33 3.2 
1 50 8.6 
2 35 6.3 
3 20 4.4 
3 39 5.6 
3 41 3.3 
3 48 7.6 
4 5 9.7 
5 12 7.3 
5 16 7.1 
5 37 7.7 
6 20 6.0 
6 26 8.6 
6 34 3.9 
7 14 6.6 
7 48 5.2 
7 49 4.5 
8 9 8.8 
8 50 5.7 
9 35 9.2 
10 2 6.1 
10 33 7.0 
10 38 8.4 
11 4 5.6 
11 21 9.3 
11 23 7.2 
11 35 3.8 
11 50 6.0 
12 21 4.3 
12 29 9.7 
13 15 4.1 
13 23 4.5 
13 24 9.1 
13 42 7.1 
16 12 3.1 
16 13 5.9 
16 31 9.6 
16 37 7.7 
17 16 5.1 
17 25 5.7 
17 34 8.4 
17 37 3.4 
18 8 5.3 
18 27 5.9 
18 30 7.6 
18 37 9.3 
18 38 6.6 
19 12 7.7 
20 7 3.4 
20 14 9.1 
20 29 9.3 
20 30 3.7 
20 35 5.6 
21 5 3.3 
22 3 6.5 
22 11 9.6 
22 21 3.3 
22 27 8.3 
22 28 4.9 
22 36 4.3 
23 31 9.9 
23 43 9.2 
23 44 6.0 
24 10 6.2 
24 20 9.2 
24 37 3.9 
24 41 4.8 
25 10 7.3 
25 24 3.1 
25 50 7.8 
26 17 6.2 
26 22 4.9 
26 38 9.9 
26 44 6.0 
26 46 7.7 
26 50 6.2 
27 35 8.3 
28 4 4.3 
28 5 8.8 
28 12 4.1 
28 45 8.9 
30 2 4.5 
30 4 5.3 
30 6 6.1 
30 13 9.1 
30 39 7.4 
30 46 9.1 
31 2 6.7 
31 23 9.7 
31 36 9.1 
31 42 7.2 
32 41 9.2 
32 43 8.1 
34 2 5.5 
34 24 9.3 
34 32 6.4 
34 35 3.3 
34 41 5.0 
35 15 6.2 
35 25 7.0 
35 37 8.2 
35 46 8.3 
36 3 7.6 
36 7 6.7 
36 8 8.4 
36 12 4.6 
36 22 7.4 
36 43 9.7 
36 47 7.5 
37 46 5.1 
38 16 5.3 
38 23 6.7 
38 33 8.9 
39 4 3.3 
39 16 4.2 
39 24 5.1 
39 26 4.7 
39 44 5.3 
40 18 4.0 
40 50 3.3 
42 7 9.9 
42 32 10.0 
42 40 7.1 
43 34 6.4 
44 14 3.1 
44 46 7.1 
45 31 4.4 
45 33 8.5 
46 12 9.5 
46 25 5.2 
47 31 9.7 
47 32 4.7 
47 35 9.4 
48 4 4.3 
48 22 5.8 
48 32 5.0 
48 47 8.6 
49 6 7.0 
49 10 9.2 
50 34 5.9 
50 41 3.6 
50 42 5.9 
;
param: cost:=
1 19 2.9 
1 33 3.5 
1 50 7.0 
2 35 3.1 
3 20 1.7 
3 39 5.4 
3 41 2.3 
3 48 6.8 
4 5 2.1 
5 12 7.9 
5 16 7.7 
5 37 7.7 
6 20 8.6 
6 26 7.7 
6 34 2.1 
7 14 8.3 
7 48 3.2 
7 49 4.2 
8 9 2.7 
8 50 6.7 
9 35 5.1 
10 2 5.6 
10 33 4.2 
10 38 1.7 
11 4 9.0 
11 21 5.0 
11 23 2.5 
11 35 2.7 
11 50 7.6 
12 21 1.9 
12 29 2.3 
13 15 3.2 
13 23 4.4 
13 24 5.1 
13 42 7.6 
16 12 7.4 
16 13 8.3 
16 31 4.6 
16 37 9.0 
17 16 1.9 
17 25 6.3 
17 34 2.8 
17 37 3.2 
18 8 5.0 
18 27 5.9 
18 30 5.4 
18 37 9.1 
18 38 9.1 
19 12 3.4 
20 7 2.8 
20 14 7.7 
20 29 7.8 
20 30 1.1 
20 35 9.2 
21 5 5.9 
22 3 10.0 
22 11 6.9 
22 21 3.4 
22 27 1.7 
22 28 8.8 
22 36 7.6 
23 31 8.8 
23 43 6.0 
23 44 4.7 
24 10 6.0 
24 20 7.6 
24 37 6.7 
24 41 4.8 
25 10 5.7 
25 24 9.0 
25 50 7.9 
26 17 9.4 
26 22 1.7 
26 38 5.5 
26 44 6.1 
26 46 1.8 
26 50 2.1 
27 35 9.1 
28 4 5.8 
28 5 4.3 
28 12 5.3 
28 45 8.4 
30 2 3.0 
30 4 3.0 
30 6 8.7 
30 13 9.9 
30 39 4.9 
30 46 8.7 
31 2 1.3 
31 23 9.5 
31 36 8.6 
31 42 7.1 
32 41 1.1 
32 43 5.7 
34 2 6.3 
34 24 1.3 
34 32 4.9 
34 35 8.7 
34 41 9.8 
35 15 6.7 
35 25 5.9 
35 37 4.7 
35 46 4.3 
36 3 7.4 
36 7 7.4 
36 8 5.2 
36 12 6.1 
36 22 4.2 
36 43 5.3 
36 47 3.0 
37 46 1.1 
38 16 6.5 
38 23 8.6 
38 33 6.3 
39 4 4.0 
39 16 3.7 
39 24 3.5 
39 26 5.0 
39 44 7.1 
40 18 1.1 
40 50 4.2 
42 7 2.9 
42 32 6.9 
42 40 7.3 
43 34 2.6 
44 14 1.0 
44 46 8.7 
45 31 4.8 
45 33 6.4 
46 12 1.8 
46 25 4.3 
47 31 3.1 
47 32 6.7 
47 35 4.0 
48 4 2.7 
48 22 1.6 
48 32 4.7 
48 47 5.4 
49 6 7.6 
49 10 6.9 
50 34 7.9 
50 41 4.6 
50 42 9.3 
;
