param n := 50;
param s := 3;
param t := 15;
set A :=
1 7 
1 8 
1 13 
1 23 
1 29 
2 1 
3 17 
3 20 
3 27 
3 35 
3 42 
4 11 
4 18 
4 25 
4 28 
4 32 
4 37 
4 49 
5 29 
5 33 
6 11 
6 17 
6 20 
6 31 
6 41 
7 13 
7 42 
7 49 
8 10 
8 15 
8 36 
8 45 
9 2 
9 10 
9 13 
9 50 
10 16 
10 31 
10 49 
11 16 
11 27 
11 50 
12 14 
12 41 
12 50 
13 14 
13 35 
13 49 
14 5 
14 17 
14 24 
16 26 
17 44 
17 46 
18 33 
18 42 
19 33 
19 47 
20 9 
20 23 
20 50 
21 19 
22 29 
22 31 
22 50 
23 10 
23 20 
24 6 
24 9 
24 34 
24 35 
25 15 
25 30 
26 2 
26 9 
26 12 
26 15 
26 28 
26 32 
26 43 
27 30 
27 36 
27 38 
28 21 
28 31 
29 2 
29 9 
29 39 
29 40 
30 28 
30 47 
31 36 
31 47 
32 12 
32 44 
32 48 
33 17 
33 39 
34 19 
35 14 
35 17 
35 18 
35 19 
35 27 
35 45 
35 48 
35 49 
36 23 
36 43 
37 14 
38 1 
38 4 
38 17 
38 20 
38 30 
38 36 
38 40 
38 45 
39 32 
39 41 
39 46 
39 48 
40 5 
40 8 
40 9 
40 35 
40 44 
40 48 
41 7 
41 8 
41 12 
41 27 
42 10 
42 15 
42 19 
43 21 
43 24 
43 25 
43 31 
44 11 
44 27 
45 9 
45 48 
46 14 
46 17 
46 22 
46 24 
46 27 
46 43 
47 2 
47 23 
47 44 
48 13 
48 20 
48 47 
49 9 
50 25 
;
param: capacity:=
1 7 9.0 
1 8 7.2 
1 13 8.2 
1 23 5.1 
1 29 5.1 
2 1 6.4 
3 17 6.9 
3 20 3.5 
3 27 5.0 
3 35 9.1 
3 42 6.8 
4 11 4.8 
4 18 5.0 
4 25 8.2 
4 28 4.5 
4 32 5.2 
4 37 8.7 
4 49 9.4 
5 29 3.5 
5 33 4.9 
6 11 3.3 
6 17 3.9 
6 20 4.6 
6 31 6.2 
6 41 3.4 
7 13 6.1 
7 42 5.2 
7 49 3.5 
8 10 6.1 
8 15 4.6 
8 36 8.0 
8 45 8.4 
9 2 3.8 
9 10 5.6 
9 13 5.6 
9 50 4.9 
10 16 7.1 
10 31 6.0 
10 49 5.7 
11 16 7.9 
11 27 9.7 
11 50 4.2 
12 14 7.7 
12 41 4.6 
12 50 4.4 
13 14 6.2 
13 35 4.7 
13 49 7.2 
14 5 9.7 
14 17 3.0 
14 24 3.4 
16 26 9.1 
17 44 8.8 
17 46 9.1 
18 33 6.0 
18 42 3.2 
19 33 3.7 
19 47 6.2 
20 9 9.2 
20 23 8.1 
20 50 3.8 
21 19 7.7 
22 29 6.0 
22 31 6.4 
22 50 7.1 
23 10 3.8 
23 20 9.2 
24 6 8.9 
24 9 7.7 
24 34 5.5 
24 35 9.6 
25 15 6.2 
25 30 7.9 
26 2 6.7 
26 9 9.6 
26 12 9.0 
26 15 6.5 
26 28 6.9 
26 32 3.6 
26 43 9.7 
27 30 9.9 
27 36 3.4 
27 38 3.9 
28 21 8.8 
28 31 5.0 
29 2 4.0 
29 9 4.7 
29 39 3.3 
29 40 6.0 
30 28 5.2 
30 47 4.5 
31 36 8.9 
31 47 6.2 
32 12 5.2 
32 44 5.8 
32 48 7.1 
33 17 8.5 
33 39 9.6 
34 19 4.7 
35 14 7.7 
35 17 6.7 
35 18 9.4 
35 19 7.5 
35 27 5.2 
35 45 3.6 
35 48 6.3 
35 49 6.8 
36 23 7.0 
36 43 4.5 
37 14 8.1 
38 1 8.1 
38 4 3.5 
38 17 9.8 
38 20 5.5 
38 30 3.5 
38 36 4.1 
38 40 8.4 
38 45 8.9 
39 32 3.0 
39 41 6.0 
39 46 4.7 
39 48 8.8 
40 5 9.4 
40 8 6.4 
40 9 8.0 
40 35 8.4 
40 44 3.9 
40 48 5.4 
41 7 6.9 
41 8 5.1 
41 12 6.8 
41 27 9.7 
42 10 8.2 
42 15 5.7 
42 19 3.7 
43 21 6.3 
43 24 3.8 
43 25 8.1 
43 31 6.5 
44 11 8.9 
44 27 9.5 
45 9 4.7 
45 48 9.1 
46 14 6.7 
46 17 6.4 
46 22 9.1 
46 24 3.2 
46 27 6.4 
46 43 5.1 
47 2 4.2 
47 23 7.6 
47 44 5.8 
48 13 3.1 
48 20 7.6 
48 47 5.8 
49 9 7.1 
50 25 3.4 
;
param: cost:=
1 7 2.2 
1 8 8.9 
1 13 4.4 
1 23 8.9 
1 29 8.6 
2 1 8.6 
3 17 3.5 
3 20 8.1 
